ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,Description
Cesis1919,Latvia,57.308611,25.2668719,218,Cesis,1919,"['Estonia', 'Estonian', 'Latvia', 'German', 'Riga', 'Laidoner', 'Cesis', 'Estonia', 'Russia', 'Narva']",Estonian War of Independence,Estonia,Germany,,,,Land,,No,,,,Battle of Wenden or Battle of Cēsis may refer to
Chaeronea-338,Greece,38.4948411,22.8443449,219,Chaeronea,-338,"['Pagasae', 'Greece', 'Chaeronea', 'Athenians', 'Chares', 'Macedonian', 'Greece']",4th Sacred War,Macedonia,"Athens, Thebes",,,3.0,Land,,No,"A Global History of Pre Modern Warfare, Kaushik Roy, 2021, p84-85",,,A number of battles have been fought at or near Chaeronea in Boeotia:
Chaeronea-86,Greece,38.4948411,22.8443449,219,Chaeronea,-86,"['Mithridates', 'Greece', 'Chareonea', 'Boeotia', 'Roman', 'Chaeronea', 'Chalcis', 'Boeotia']",1st Mithridatic War,Rome,Pontus,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p117; Harbottle's Dictionary of Battles, George Bruce, 1979, p62",,,A number of battles have been fought at or near Chaeronea in Boeotia:
Champagne1915,France,48.7478005,3.5709588,222,Champagne,1915,"['Generals Henri Petain', 'French', 'Rheims', 'Argonne', 'French']",['World War'],Germany,France,,,4.0,Land,CHM1915a,No,"Clodfelter, Warfare and Armed Conflict, p394. A Military Atlas of the First World War, Arthur Banks, p136",,,The Battle of Champagne is the name of several battles fought in the Champagne region of northern France during World War I:
Champagne1914,France,48.9168895,4.1514325,,Champagne,1914,[],World War I,Germany,France,,,4.0,Land,,No,"Liddel Hart, the First World War. French attack force consisted of 27 divisions (over 400,000 men with 15,000 men per division)",,,The Battle of Champagne is the name of several battles fought in the Champagne region of northern France during World War I:
Chancellorsville1863,United States,38.311165,-77.6522554,223,Chancellorsville,1863,"['American', 'Virginia', 'Chancellorsville']",American Civil War,Confederate States of America,United States,,,3.0,Land,,No,https://www.battlefields.org/learn/civil-war/battles/chancellorsville,,,"The Battle of Chancellorsville, April 30 – May 6, 1863, was a major battle of the American Civil War (1861–1865), and the principal engagement of the Chancellorsville campaign."
Changzhou1863,China,31.811226,119.974061,,Changzhou,1863,[],Taiping Rebellion,Taiping,China,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p229",,,"Battle of Changzhou occurred during the Taiping Rebellion. It was won by the Qing dynasty, who regained control over all of Jiangsu."
Charasia1879,Afghanistan,34.3379243,69.2162327,227,Charasia,1879,"['British', 'Afghanistan', 'Kabul', 'Charasia', 'Afghan', 'Kabul', 'British', 'India']",British Afghan War,United Kingdom,Afghanistan,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p224",,,The Battle of Charasiab was fought on 6 October 1879 during the Second Anglo-Afghan War between British and Indian troops against Afghan regular forces and tribesmen.
Charasia1929,Afghanistan,34.3379243,69.2162327,"Clodfelter, p350",Charasia,1929,,Afghan Civil War,Nadir Shah,Habibullah Khan,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p350",,,The Battle of Charasiab was fought on 6 October 1879 during the Second Anglo-Afghan War between British and Indian troops against Afghan regular forces and tribesmen.
Chateau-Thierry1814,France,49.0459869,3.40262,230,Chateau-Thierry,1814,"['Napoleonic', 'French', 'Paris', 'Prussian-Russian']",Napoleonic Wars (French Campaign),France,Prussia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p555",,,There have been two Battles of Château-Thierry fought near the French town of Château-Thierry on the Marne River:
Chateau-Thierry1918,France,49.0459869,3.40262,230,Chateau-Thierry,1918,"['Anglo', 'Americans', 'German', 'Americans']",['World War'],United States,Germany,,,,Land,,No,,,,There have been two Battles of Château-Thierry fought near the French town of Château-Thierry on the Marne River:
Chattanooga1862,United States,35.0046951,-85.3096801,231,Chattanooga,1862,"['American', 'Tennessee', 'Chattanooga', 'Tennessee']",American Civil War,Confederate States of America,United States,,,,Land,,No,,,,"There were three battles of Chattanooga fought in Chattanooga, Tennessee, during the American Civil War:"
Chesterfield1266,United Kingdom,53.235048,-1.421629,236,Chesterfield,1266,"['Chesterfield', 'English']",2nd English Baron's War,England,Rebel Barons,,,,Land,,No,,,,The Battle of Chesterfield was a minor skirmish in the latter stages of 13th-century England's Second Barons' War.
Chigirin1677,Ukraine,49.0730544,32.6617808,238,Chigirin,1677,"['Turkish', 'Ukraine', 'Chigirin', 'Russians', 'Chigirin']",Turkish Invasion of Ukraine,Russia,Ottoman Empire,,,3.0,Land,,No,,,,"The Russo-Turkish War of 1676–1681, a war between the Tsardom of Russia and Ottoman Empire, caused by Turkish expansionism in the second half of the 17th century."
Chigirin1678,Ukraine,49.0730544,32.6617808,238,Chigirin,1678,"['Turks', 'Dnieper', 'Russians', 'Scottish', 'Turks', 'Ukraine', 'Russia']",Turkish Invasion of the Ukraine,Turkey,Russia,,,3.0,Land,,Battle followed by massacre,,,,"The Russo-Turkish War of 1676–1681, a war between the Tsardom of Russia and Ottoman Empire, caused by Turkish expansionism in the second half of the 17th century."
Chitor1534,India,24.8887435,74.6269216,242,Chitor,1534,"['Udaipur', 'Akbar', 'Akbar']",Mughal Conquest of Northern India,Mughal Empire ,Gujarat,,,,Land,,No,,,,Siege of Chittorgarh may refer to these sieges of the Chittor Fort (Chittorgarh) in India:
Chitor1567,India,24.8887435,74.6269216,242,Chitor,1567,[],Mughal Conquest of Northern India,Mughal Empire,Rajputs,,,3.0,Land,,Battle followed by massacre,"Besieged, Paul K Davis, p111",,,Siege of Chittorgarh may refer to these sieges of the Chittor Fort (Chittorgarh) in India:
Chongju1592,North Korea,39.6975916,125.2066831,243,Chongju,1592,"['Japanese', 'Korea', 'Japanese', 'Pusan through Sangju', 'Korean', 'Seoul', 'Imjin']",Japanese Invasion of Korea,Japan,Korea,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p30",,,The Battle of Cheongju was during the Japanese invasions of Korea (1592–98). Jo Heon attacked the Japanese-held city of Cheongju and captured it on 6 September 1592.
Chongju1904,North Korea,39.6975916,125.2066831,243,Chongju,1904,"['Korea', 'Japanese', 'Pyongyang', 'Russians']",['Russo-Japanese War'],Japan,Russia,,,,Land,,No,,,,The Battle of Cheongju was during the Japanese invasions of Korea (1592–98). Jo Heon attacked the Japanese-held city of Cheongju and captured it on 6 September 1592.
Ciudad Real1809,Spain,38.8617479,-3.826297,248,Ciudad Real,1809,"['Napoleonic', 'Ucles', 'French', 'Medellin']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p535",,,The Battle of Ciudad Real was fought on 27 March 1809 and resulted in a French victory under General Sebastiani against the Spanish under General Conde de Cartojal.
Ciudad Rodrigo1810,Spain,40.6013423,-6.5505376,248,Ciudad Rodrigo,1810,"['Ciudad', 'Napoleonic', 'French', 'Portugal', 'Ciudad', 'Spanish', 'Herrasti', 'French']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p154",,,Sieges of Ciudad Rodrigo are a series of sieges of the Spanish town Ciudad Rodrigo.
Ciudad Rodrigo1812,Spain,40.6013423,-6.5505376,248,Ciudad Rodrigo,1812,"['Wellington', 'Spain', 'Ciudad', 'French', 'British']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p401",,,Sieges of Ciudad Rodrigo are a series of sieges of the Spanish town Ciudad Rodrigo.
Coatepeque1863,Guatemala,14.7038002,-91.8659809,251,Coatepeque,1863,"['Central American', 'Honduras', 'El Salvador', 'Guatemala', 'El Salvador', 'Santa Ana', 'Nicaragua', 'San        Salvador']",Central American National Wars,El Salvador,Guatemala,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p300",,,The Battle of Coatepeque (Spanish: Batalla de Coatepeque) was fought between the forces of El Salvador and Guatemala from 22 to 24 February 1863.
Collierville1863,United States,35.042036,-89.6645266,253,Collierville,1863,"['Memphis', 'Tennessee']",American Civil War,United States,Confederate States of America,,,,Land,,No,,,,"Battle of Collierville may refer to any of 4 minor engagements that occurred near Collierville, Tennessee in the fall of 1863 during the American Civil War, including most commonly:"
Consarbruck1675,Germany,49.6789445,6.5253638,257,Consarbruck,1675,['French'],3rd Dutch War,Habsburg Empire,France,,,2.0,Land,,No,"The Field and the Forge, Landers, p393",,,The Battle of Konzer Brücke (also: Consaarbrück) was fought as part of the Franco-Dutch War on 11 August 1675 and resulted in an Imperial victory.
Constantine1836-1837,Algeria,36.360155,6.642433,257,Constantine,1836-1837,"['French', 'Algeria', 'Algeria', 'France']",French Conquest of Algeria,France,Bey of Constantine,,,3.0,Land,,No,"Encyclopedia of Battles, Eggenberger, p101; Clodfelter, Warfare and Armed Conflict, p198",,,The aim of the 1836 Battle of Constantine to conquer the Algerian city of Constantine involved an attack that was a French failure.
Constantinople443,Turkey,41.0082376,28.9783589,257,Constantinople,443,"['Roman Empire', 'Eastern', 'Serdica (Sofia', 'Germans', 'Areobindus', 'Arnegisclus', 'Roman']",Hun Invasion of the Roman Empire,Huns,Rome,,,,Land,,No,,,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople532,Turkey,41.0082376,28.9783589,257,Constantinople,532,"['Hippodome', 'Anastasius']",Nike Insurrection,Byzantium,Byzantine Rebels,,,3.0,Land,,Battle followed by massacre,,,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople626,Turkey,41.0082376,28.9783589,257,Constantinople,626,"['Byzantine-Balkan', 'Persians']",Byzantine-Balkan Wars,Byzantium,"Avars, Persia",,,4.0,Land,,No,"Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Constantinople, Siege of (626)'",,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople717,Turkey,41.0082376,28.9783589,258,Constantinople,717,[],Early Byzantine-Muslim Wars,"Byzantium, Bulgaria",Muslim Caliphate,,,4.0,Land and Sea,,No,"Besieged, Paul K Davis, p47",,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1047,Turkey,41.0082376,28.9783589,258,Constantinople,1047,"['Byzantine', 'Macedonia']",Later Byzantine Military Rebellions,Byzantinum,Rebel Leo Tornikios,,,,Land,,Battle followed by massacre,,,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1187,Turkey,41.0082376,28.9783589,258,Constantinople,1187,['Venice'],Branas Rebellion,Byzantium,Rebel Alexis Branas,,,,Land,,No,,,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1203,Turkey,41.0082376,28.9783589,258,Constantinople,1203,[],4th Crusade,"Crusaders, Venice",Byzantium,,,2.0,Land and Sea,,No,"Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Constantinople, Siege of (1203)'",,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1236,Turkey,41.0082376,28.9783589,258,Constantinople,1236,"['Bulgaria', 'Venetian', 'Latin']",Latin-Byzantine Imperial War,Latin Empire of Byzantium,"Byzantine Empire in Nicea, Kingdom of Bulgaria",,,,Land and Sea,,No,,,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1261,Turkey,41.0082376,28.9783589,258,Constantinople,1261,"['Nicaea', 'Byzantine', 'Venetian', 'French', 'Latin', 'Greek']",3rd Latin-Byzantine Imperial War,Byzantine Empire in Nicea,Latin Empire in Byzantium,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p212",,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1352,Turkey,41.0082376,28.9783589,258,Constantinople,1352,"['Venetian-Genoese', 'Genoese']",Venetian-Genoese Wars,Genoa,"Venice, Byzantium",,,,Sea,,No,,,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1422,Turkey,41.0082376,28.9783589,258,Constantinople,1422,['Turks'],Byzantine-Ottoman Wars,Byzantium,Ottoman Empire,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p69",,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1453,Turkey,41.0082376,28.9783589,259,Constantinople,1453,['Byzantine Empire'],Byzantine-Ottoman Wars,Ottoman Empire,"Byzantium, Genoa",,,4.0,Land and Sea,,Battle followed by massacre. ,"Encyclopedia of Warfare, Showalter, 2014, p212-213 puts Ottoman strength at 60-300,000 men. Encyclopedia Britannica puts Ottomans at 60-80,000 plus 31 medium to large warships and 100 smaller warships. This would imply a total Ottoman force of over 101,000 men. Byzantine and Allied strength put at 5,000 by the Encyclopedia. Harbottle's Dictionary puts the Ottoman attack force at 60,000 but does not say whether this includes the ships and their crews",1,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Constantinople1807,Turkey,41.0082376,28.9783589,259,Constantinople,1807,"['Turkish', 'French']",Napoleonic Wars (4th Coalition),"Ottoman Empire, France",United Kingdom,,,2.0,Land and Sea,,No,,,,Battle of Constantinople may refer to one of the following battles fought at or near Constantinople:
Corbridge914,United Kingdom,54.974046,-2.017505,261,Corbridge,914,"['Britain', 'Bernician', 'Bamburgh', 'Scotland']",Viking Wars in Britain,Danes of York,Bernicia,,,,Land,,No,,,,The Battle of Corbridge took place on the banks of the River Tyne near the village of Corbridge in Northumberland in the year 918.
Corbridge918,United Kingdom,54.974046,-2.017505,261,Corbridge,918,"['Britain', 'Scotland', 'Bamburgh', 'Northumberland', 'Hexham']",Viking Wars in Britain,Draw,,"Scotland, Lordship of Bamburgh",Vikings,,Land,,No,,,,The Battle of Corbridge took place on the banks of the River Tyne near the village of Corbridge in Northumberland in the year 918.
Coulmiers1870,France,47.93141,1.663542,267,Coulmiers,1870,"['French', 'Bavarians', 'Coulmiers', 'French']",Franco-Prussian War,France,Bavaria,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p705",,,"The Battle of Coulmiers was fought on 9 November 1870 between French and Bavarian forces during the Franco-Prussian War, ending in French victory."
Ctesiphon1915,Iraq,33.0936665,44.5809183,274,Ctesiphon,1915,"['Baghdad', 'British', 'Turkish']",['World War'],Ottoman Empire,United Kingdom,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p414",,,"The Battle of Ctesiphon (Turkish: Selman-ı Pak Muharebesi) was fought in November 1915 by the British Empire, against the Ottoman Empire, within the Mesopotamian Campaign of World War I."
Cuaspud1863,Colombia,0.863262,-77.729755,274,Cuaspud,1863,"['Ecuador', 'Colombia', 'Ecuador', 'Colombia', 'Ecuador']",Ecuador-Colombia War,Colombia,Ecuador,,,2.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p73",,,The Ecuadorian–Colombian War (Spanish: Guerra ecuatoriano-colombiana) was a series of armed conflicts waged between the current republics of Colombia and Ecuador between 1862 and 1863.
Cuddalore1748,India,11.7480419,79.7713687,274,Cuddalore,1748,"['British', 'Pondicherry']",1st Carnatic War,United Kingdom,France,,,1.0,Land,,No,,,,The Battle of Cuddalore refers to one of several conflicts near the south Indian town of Cuddalore:
Cuddalore1758,India,11.7480419,79.7713687,275,Cuddalore,1758,"['India', 'Britain', 'India', 'French', 'India']",Seven Years War,France,United Kingdom,,,,Land and Sea,,No,,,,The Battle of Cuddalore refers to one of several conflicts near the south Indian town of Cuddalore:
Cuddalore1782,India,11.7480419,79.7713687,275,Cuddalore,1782,"['British', 'British', 'India', 'Kumbakonam', 'Mysore', 'French', 'British']",2nd British-Mysore War,"Mysore, France",United Kingdom,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p112",,,The Battle of Cuddalore refers to one of several conflicts near the south Indian town of Cuddalore:
Cumae-474,Italy,40.8483844,14.0538589,276,Cumae,-474,"['Sicily', 'Italian', 'Etruscan', 'Greek', 'Naples', 'Hiero']",Syracusan-Etruscan War,Syracuse,Etruria,,,,Sea,,No,,,,The Battle of Cumae is the name given to at least two battles between Cumae and the Etruscans:
Cumae-38,Italy,40.8483844,14.0538589,276,Cumae,-38,['Sicily'],Wars of the Second Triumvirate,Pompey,Octavian,,,,Sea,,No,,,,The Battle of Cumae is the name given to at least two battles between Cumae and the Etruscans:
Cuzco1532,Peru,-13.53195,-71.9674626,278,Cuzco,1532,"['Peru', 'Cajamarca']",Inca War of Succession,Atahualpa,Huascar,,,,Land,,Battle followed by massacre,,,,The Battle of Cusco was fought in November 1533 between the Spanish Conquistadors and of the Incas.
Cuzco1535,Peru,-13.53195,-71.9674626,"Clodfelter, p31",Cuzco,1535,[],Inca Revolt,Spain,Inca Rebels,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p74",,,The Battle of Cusco was fought in November 1533 between the Spanish Conquistadors and of the Incas.
Cuzco1537,Peru,-13.53195,-71.9674626,"Clodfelter, p31",Cuzco,1537,,Inca Revolt,Spain,Inca Rebels,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p31",,,The Battle of Cusco was fought in November 1533 between the Spanish Conquistadors and of the Incas.
Cuzco1780,Peru,-13.53195,-71.9674626,"Clodfelter, p140",Cuzco,1780,,Tupac Amaru Rebellion,Spain,Inca,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p140",,,The Battle of Cusco was fought in November 1533 between the Spanish Conquistadors and of the Incas.
Czasniki1812,Belarus,54.8565079,29.1349041,"Showalter, p529",Czasniki,1812,,Napoleonic Wars (Russian Campaign),Russia,"France, Swiss Confederation, German allies",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p529",,,The battle of Czasniki can refer to these battles:
Damietta1218,Egypt,31.4175388,31.8144434,285,Damietta,1249,"['France', 'Cyprus', 'Egypt', 'French', 'Mansura']",7th Crusade,Egypt,France,,,,Land,,No,,,,The siege of Damietta occurred in 1249 and was part of the Seventh Crusade.
Dandridge1864,United States,36.0153693,-83.4148895,286,Dandridge,1864,"['Knoxville', 'Tennessee', 'Mossy Creek']",American Civil War,Confederate States of America,United States,,,,Land,,No,,,,"The Battle of Dandridge, January 17, 1864, was a minor battle of the American Civil War that occurred in Jefferson County, Tennessee."
Danubyu1825,Myanmar,17.2552306,95.5618715,287,Danubyu,1825,"['British', 'India', 'Danubyu', 'British']",1st British-Burmese War,United Kingdom,Burma,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p619",,,The Battle of Danubyu took place between the British Empire and the Konbaung Dynasty as part of the First Anglo-Burmese War.
Danubyu1853,Myanmar,17.2572218,95.5853597,287,Danubyu,1853,"['British', 'Britain', 'Danubyu', 'Kyoukazeen', 'British', 'Pegu Province']",2nd British-Burmese War,United Kingdom,Burma,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p237",,,The Battle of Danubyu took place between the British Empire and the Konbaung Dynasty as part of the First Anglo-Burmese War.
Danzig1577,Poland,54.3520252,18.6466384,287,Danzig,1577,"['Poland', 'Gdansk', 'Danish']",Gdansk War,Poland,"Danzig, Denmark",,,,Land,,No,,,,Battles near or Sieges of Danzig (Gdańsk) took place several times in the history of Danzig. The most notable are:
Danzig1734,Poland,54.3520252,18.6466384,"Showalter, p428",Danzig,1734,,War of the Polish Succession,"Russia, Saxony",Poland,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p428",,,Battles near or Sieges of Danzig (Gdańsk) took place several times in the history of Danzig. The most notable are:
Danzig1626-1630,Poland,54.3520252,18.6466384,287,Danzig,1626-1630,[],2nd Polish-Swedish War,"Poland, Danzig",Sweden,,,,Land,,No,,,,Battles near or Sieges of Danzig (Gdańsk) took place several times in the history of Danzig. The most notable are:
Danzig1813-1814,Poland,54.3520252,18.6466384,287,Danzig,1813-1814,"['Napoleonic', 'Moscow', 'Danzig', 'Germany', 'Rapp']",Napoleonic Wars (Peninsula Campaign),"Wurtemburg, Allies",France,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p77",,,Battles near or Sieges of Danzig (Gdańsk) took place several times in the history of Danzig. The most notable are:
Danzig1807,Poland,54.3520252,18.6466384,288,Danzig,1807,"['Danzig', 'Gdansk', 'Prussians', 'Russian']",Napoleonic Wars (4th Coalition),France,Prussia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p520",,,Battles near or Sieges of Danzig (Gdańsk) took place several times in the history of Danzig. The most notable are:
Danzig1733,Poland,54.3520252,18.6466384,,Danzig,1733,[],War of the Polish Succession,"Russia, Saxony","Poland, France",,,,Land,,No,,,,Battles near or Sieges of Danzig (Gdańsk) took place several times in the history of Danzig. The most notable are:
Danzig1945,Poland,54.3520252,18.6466384,288,Danzig,1945,"['Poland', 'Soviet']",['World War II'],USSR,Germany,,,,Land,,No,,,,Battles near or Sieges of Danzig (Gdańsk) took place several times in the history of Danzig. The most notable are:
Dara530,Turkey,37.1773671,40.9437852,288,Dara,530,"['Turkey', 'Sassanian', 'Persian']",Byzantine-Persian Wars,Byzantium,Sassanid Persia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p165",,,The Battle of Dara was fought between the Eastern Roman Empire and the Sasanians in 530 AD. It was one of the battles of the Iberian War.
Dara540,Turkey,37.177368,40.95254,288,Dara,540,"['Sassanian', 'Romans']",Byzantine Persian Wars,Byzantium,Sassanid Persia,,,,Land,,No,,,,The Battle of Dara was fought between the Eastern Roman Empire and the Sasanians in 530 AD. It was one of the battles of the Iberian War.
Dara573,Turkey,37.177368,40.95254,288,Dara,573,"['Byzantine', 'Persia', 'Chosroes', 'Sassanian', 'Persians', 'Justin', 'Persian']",Byzantine-Persian Wars,Sassanid Peria,Byzantium,,,,Land,,No,,,,The Battle of Dara was fought between the Eastern Roman Empire and the Sasanians in 530 AD. It was one of the battles of the Iberian War.
Diriyah1818,Saudi Arabia,24.7490822,46.4699768,"Showalter, p480",Diriyah,1818,,Ottoman Saudi War 1818,Ottoman Empire,House of Saud,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, p480",,,The siege of Diriyah took place in late 1818 at the end of the Wahhabi War of 1811–1818 during the Nejd Expedition.
Dogali1887,Eritrea,15.6067975,39.3413762,306,Dogali,1887,"['Italian', 'Abyssinian', 'Italian', 'Saati', 'Dogali', 'Massawa']",['Italo-Ethiopian War'],Ethiopia,Italy,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p699",,,"The Battle of Dogali was fought on 26 January 1887 between Italy and Ethiopia in Dogali near Massawa, in present-day Eritrea."
Dogger Bank1781,North Sea,54.9970904,2.9813061,306,Dogger Bank,1781,"['British', 'Baltic']",War of the American Revolution,United Kingdom,Netherlands,,,1.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p131",1,,Battle of Dogger Bank may refer:
Dogger Bank1904,North Sea,54.9970904,2.9813061,306,Dogger Bank,1904,"['Russo-Japanese', 'Japan', 'Tsushima', 'Britain', 'Russia']",Russo-Japanese War,Accidental incident,,United Kingdom,Russia,,Sea,,No,,,1.0,Battle of Dogger Bank may refer:
Dogger Bank1915,North Sea,54.9970904,2.9813061,306,Dogger Bank,1915,"['German', 'German', 'Beattys', 'Germans']","['World War', '(War at Sea']",Draw,,United Kingdom,Germany,2.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p425",1,,Battle of Dogger Bank may refer:
Doiran1917,Macedonia,41.2217524,22.7509656,306,Doiran,1917,"['Macedonia', 'Lake Prespa', 'British', 'Bulgarian', 'Vardar']",['World War'],Bulgaria,"United Kingdom, France, Serbia ",,,,Land,,No,,,,The Battle of Doiran may refer to several battles that occurred near Lake Doiran in present-day Macedonia:
Doiran1918,Macedonia,41.2217524,22.7509656,307,Doiran,1918,"['British', 'Bulgarian', 'Doiran', 'Vardar', 'Bulgarians', 'British']",['World War I'],Bulgaria,United Kingdom,,,,Land,,No,,,,The Battle of Doiran may refer to several battles that occurred near Lake Doiran in present-day Macedonia:
Dominica1761,Dominica,15.414999,-61.370976,307,Dominica,1761,"['Caribbean', 'British', 'Dominica', 'French', 'Britain', 'Dominica']",Seven Years War,United Kingdom,France,,,3.0,Land and Sea,,No,,,,"The Invasion of Dominica was a British military expedition to capture the Caribbean island of Dominica in June 1761, as part of the Seven Years' War."
Domokos1897,Greece,39.1288319,22.2984478,308,Domokos,1897,"['Greco', 'Thessaly', 'Mati', 'Velestino', 'Greece']",1st Greco-Turkish War,Ottoman Empire,Greece,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p82",,,The Battle of Domokos (Turkish: Dömeke Savaşı) took place between the Ottoman Empire and the Kingdom of Greece. This battle was a part of the Greco-Turkish War (1897).
Doornkop1900,South Africa,-26.2329661,27.7290526,310,Doornkop,1900,['Johannesburg'],2nd Anglo-Boer War,United Kingdom,Transvaal,,,,Land,,No,,,,The Battle of Doornkop was fought during Lord Roberts' advance on Pretoria in May and June 1900.
Dos Rios1895,Cuba,20.4752753,-76.2776685,311,Dos Rios,1895,['Cuba'],2nd Cuban War of Independence,Spain,Cuban Rebels,,,,Land,,No,,,,The Battle of Dos Ríos was fought in Cuba during its war of independence from Spain.
Drumclog1679,United Kingdom,55.625181,-4.161475,315,Drumclog,1679,"['Scottish', 'Episcopalianism']",Scottish Covenanter Rebellion,Scottish Covenanter Rebels,Scotland,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p407",,,"The Battle of Drumclog was fought on 1 June 1679, between a group of Covenanters and the forces of John Graham of Claverhouse, at Drumclog, in South Lanarkshire, Scotland."
Dublin (1st)1171,Ireland,53.3498053,-6.2603097,315,Dublin (1st),1171,"['Anglo', 'Dublin', 'Waterford', 'Dublin', 'Dublin', 'Normans']",Anglo-Norman Conquest of Ireland,England,Norse Kingdom of Dublin,,,,Land,,Battle followed by massacre,,,,"The siege of Dublin was an unsuccessful attempt of the last high king of Ireland, Ruaidrí Ua Conchobair, to capture the City of Dublin from the Anglo-Normans in 1171."
Dublin (2nd)1171,Ireland,53.3498053,-6.2603097,315,Dublin (2nd),1171,"['Anglo', 'Dublin', 'Normans', 'Irish']",Anglo-Norman         Conquest of Ireland ,England,Ireland,,,,Land,,No,,,,"The siege of Dublin was an unsuccessful attempt of the last high king of Ireland, Ruaidrí Ua Conchobair, to capture the City of Dublin from the Anglo-Normans in 1171."
Dunbar1296,United Kingdom,56.002087,-2.516737,317,Dunbar,1296,"['English', 'Scotland', 'France', 'Cumberland', 'Dunbar', 'Edinburgh', 'Scottish', 'English', 'Surrey', 'Scotland', 'Anglo', 'England', 'Salisbury', 'Arundel', 'Dunbar']",English Invasion of Scotland,England,Scotland,,,,Land,,No,,,,The Battle of Dunbar was the only significant field action of the campaign of 1296 during the beginning of the First War of Scottish Independence.
Dungeness1652,United Kingdom,50.8909594,1.0176243,318,Dungeness,1652,"['Dutch', 'English']",1st Dutch War,Netherlands,England,,,,Sea,,No,,,,The naval Battle of Dungeness took place on 30 November 1652 (10 December in the Gregorian calendar)  during the First Anglo-Dutch War near the cape of Dungeness in Kent.
El Toro1820,Chile,-41.1146979,-73.3720657,"Showalter, p581",El Toro,1820,,Chilean War of Independence,Chile,Spain,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p581",,,"The Battle of El Toro (March 6, 1820) was fought near Maullín, Chile between Chilean patriots and Spanish royalists, during the Chilean War of Independence."
